"Kod";"Nazwa";"Pojazdy";"Rodzaje paliwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1203000;"Powiat chrzanowski";"autobusy";"olej napędowy";"2016";373;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"olej napędowy";"2017";281;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"olej napędowy";"2018";279;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"olej napędowy";"2019";288;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"gaz (LPG)";"2015";1;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"gaz (LPG)";"2016";1;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"gaz (LPG)";"2017";1;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"gaz (LPG)";"2018";1;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"gaz (LPG)";"2019";1;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"pozostałe";"2015";1;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"pozostałe";"2016";1;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"pozostałe";"2017";101;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"pozostałe";"2018";112;"szt.";"";
1203000;"Powiat chrzanowski";"autobusy";"pozostałe";"2019";113;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"benzyna";"2015";4;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"benzyna";"2016";4;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"benzyna";"2017";4;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"benzyna";"2018";4;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"benzyna";"2019";4;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"olej napędowy";"2015";884;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"olej napędowy";"2016";964;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"olej napędowy";"2017";830;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"olej napędowy";"2018";823;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"olej napędowy";"2019";875;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"gaz (LPG)";"2015";3;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"gaz (LPG)";"2016";3;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"gaz (LPG)";"2017";0;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"gaz (LPG)";"2018";0;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"gaz (LPG)";"2019";0;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"pozostałe";"2015";2;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"pozostałe";"2016";2;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"pozostałe";"2017";141;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"pozostałe";"2018";145;"szt.";"";
1203000;"Powiat chrzanowski";"ciągniki siodłowe";"pozostałe";"2019";155;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"benzyna";"2015";9484;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"benzyna";"2016";9953;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"benzyna";"2017";10469;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"benzyna";"2018";10458;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"benzyna";"2019";10698;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"olej napędowy";"2015";9382;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"olej napędowy";"2016";10260;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"olej napędowy";"2017";10905;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"olej napędowy";"2018";11612;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"olej napędowy";"2019";12186;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"gaz (LPG)";"2015";5136;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"gaz (LPG)";"2016";5235;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"gaz (LPG)";"2017";5018;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"gaz (LPG)";"2018";5367;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"gaz (LPG)";"2019";5416;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"pozostałe";"2015";5983;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"pozostałe";"2016";5938;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"pozostałe";"2017";5942;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"pozostałe";"2018";5964;"szt.";"";
1204000;"Powiat dąbrowski";"samochody osobowe";"pozostałe";"2019";6351;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"benzyna";"2015";184;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"benzyna";"2016";185;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"benzyna";"2017";191;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"benzyna";"2018";177;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"benzyna";"2019";172;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"olej napędowy";"2015";2527;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"olej napędowy";"2016";2688;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"olej napędowy";"2017";2813;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"olej napędowy";"2018";2966;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"olej napędowy";"2019";3091;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"gaz (LPG)";"2015";192;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"gaz (LPG)";"2016";201;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"gaz (LPG)";"2017";195;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"gaz (LPG)";"2018";207;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"gaz (LPG)";"2019";202;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"pozostałe";"2015";960;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"pozostałe";"2016";950;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"pozostałe";"2017";966;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"pozostałe";"2018";972;"szt.";"";
1204000;"Powiat dąbrowski";"samochody ciężarowe";"pozostałe";"2019";1052;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"benzyna";"2015";2;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"benzyna";"2016";2;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"benzyna";"2017";2;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"benzyna";"2018";2;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"benzyna";"2019";2;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"olej napędowy";"2015";150;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"olej napędowy";"2016";165;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"olej napędowy";"2017";165;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"olej napędowy";"2018";169;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"olej napędowy";"2019";176;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"gaz (LPG)";"2015";1;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"gaz (LPG)";"2016";1;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"gaz (LPG)";"2017";2;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"gaz (LPG)";"2018";2;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"gaz (LPG)";"2019";2;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"pozostałe";"2015";31;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"pozostałe";"2016";31;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"pozostałe";"2017";31;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"pozostałe";"2018";32;"szt.";"";
1204000;"Powiat dąbrowski";"autobusy";"pozostałe";"2019";33;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"benzyna";"2015";0;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"benzyna";"2016";0;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"benzyna";"2017";0;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"benzyna";"2018";0;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"benzyna";"2019";0;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"olej napędowy";"2015";228;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"olej napędowy";"2016";321;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"olej napędowy";"2017";178;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"olej napędowy";"2018";185;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"olej napędowy";"2019";224;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"gaz (LPG)";"2015";1;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"gaz (LPG)";"2016";1;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"gaz (LPG)";"2017";1;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"gaz (LPG)";"2018";1;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"gaz (LPG)";"2019";1;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"pozostałe";"2015";24;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"pozostałe";"2016";24;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"pozostałe";"2017";25;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"pozostałe";"2018";26;"szt.";"";
1204000;"Powiat dąbrowski";"ciągniki siodłowe";"pozostałe";"2019";28;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"benzyna";"2015";24804;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"benzyna";"2016";25416;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"benzyna";"2017";26226;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"benzyna";"2018";26290;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"benzyna";"2019";26932;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"olej napędowy";"2015";18790;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"olej napędowy";"2016";20127;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"olej napędowy";"2017";21174;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"olej napędowy";"2018";22575;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"olej napędowy";"2019";23845;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"gaz (LPG)";"2015";6216;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"gaz (LPG)";"2016";6444;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"gaz (LPG)";"2017";6204;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"gaz (LPG)";"2018";6684;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"gaz (LPG)";"2019";6747;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"pozostałe";"2015";34;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"pozostałe";"2016";33;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"pozostałe";"2017";141;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"pozostałe";"2018";184;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"pozostałe";"2019";442;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"benzyna";"2015";1018;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"benzyna";"2016";1005;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"benzyna";"2017";1010;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"benzyna";"2018";972;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"benzyna";"2019";967;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"olej napędowy";"2015";4140;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"olej napędowy";"2016";4364;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"olej napędowy";"2017";4096;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"olej napędowy";"2018";4321;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"olej napędowy";"2019";4519;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"gaz (LPG)";"2015";252;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"gaz (LPG)";"2016";246;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"gaz (LPG)";"2017";242;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"gaz (LPG)";"2018";257;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"gaz (LPG)";"2019";254;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"pozostałe";"2015";14;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"pozostałe";"2016";14;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"pozostałe";"2017";446;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"pozostałe";"2018";465;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"pozostałe";"2019";498;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"benzyna";"2015";4;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"benzyna";"2016";4;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"benzyna";"2017";4;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"benzyna";"2018";4;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"benzyna";"2019";4;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"olej napędowy";"2015";261;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"olej napędowy";"2016";274;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"olej napędowy";"2017";265;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"olej napędowy";"2018";277;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"olej napędowy";"2019";288;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"gaz (LPG)";"2015";0;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"gaz (LPG)";"2016";0;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"gaz (LPG)";"2017";0;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"gaz (LPG)";"2018";0;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"gaz (LPG)";"2019";0;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"pozostałe";"2015";1;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"pozostałe";"2016";1;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"pozostałe";"2017";30;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"pozostałe";"2018";30;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"pozostałe";"2019";30;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"benzyna";"2015";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"benzyna";"2016";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"benzyna";"2017";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"benzyna";"2018";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"benzyna";"2019";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"olej napędowy";"2015";287;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"olej napędowy";"2016";343;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"olej napędowy";"2017";335;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"olej napędowy";"2018";366;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"olej napędowy";"2019";398;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"gaz (LPG)";"2015";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"gaz (LPG)";"2016";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"gaz (LPG)";"2017";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"gaz (LPG)";"2018";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"gaz (LPG)";"2019";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"pozostałe";"2015";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"pozostałe";"2016";0;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"pozostałe";"2017";35;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"pozostałe";"2018";36;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"pozostałe";"2019";48;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"benzyna";"2015";94506;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"benzyna";"2016";96830;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"benzyna";"2017";100606;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"benzyna";"2018";102191;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"benzyna";"2019";105403;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"olej napędowy";"2015";42795;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"olej napędowy";"2016";45797;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"olej napędowy";"2017";48092;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"olej napędowy";"2018";50398;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"olej napędowy";"2019";52432;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"gaz (LPG)";"2015";22712;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"gaz (LPG)";"2016";23629;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"gaz (LPG)";"2017";23576;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"gaz (LPG)";"2018";25466;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"gaz (LPG)";"2019";26206;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"pozostałe";"2015";221;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"pozostałe";"2016";237;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"pozostałe";"2017";613;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"pozostałe";"2018";903;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"pozostałe";"2019";2330;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"benzyna";"2015";8639;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"benzyna";"2016";8536;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"benzyna";"2017";8527;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"benzyna";"2018";8412;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"benzyna";"2019";8404;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"olej napędowy";"2015";19671;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"olej napędowy";"2016";20399;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"olej napędowy";"2017";20606;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"olej napędowy";"2018";21341;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"olej napędowy";"2019";22149;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"gaz (LPG)";"2015";1588;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"gaz (LPG)";"2016";1580;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"gaz (LPG)";"2017";1509;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"gaz (LPG)";"2018";1548;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"gaz (LPG)";"2019";1543;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"pozostałe";"2015";241;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"pozostałe";"2016";241;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"pozostałe";"2017";747;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"pozostałe";"2018";810;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"pozostałe";"2019";1030;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"benzyna";"2015";90;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"benzyna";"2016";90;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"benzyna";"2017";91;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"benzyna";"2018";91;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"benzyna";"2019";92;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"olej napędowy";"2015";1070;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"olej napędowy";"2016";1103;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"olej napędowy";"2017";1063;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"olej napędowy";"2018";1078;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"olej napędowy";"2019";1075;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"gaz (LPG)";"2015";12;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"gaz (LPG)";"2016";11;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"gaz (LPG)";"2017";11;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"gaz (LPG)";"2018";11;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"gaz (LPG)";"2019";11;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"pozostałe";"2015";28;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"pozostałe";"2016";28;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"pozostałe";"2017";71;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"pozostałe";"2018";70;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"pozostałe";"2019";72;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"benzyna";"2015";8;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"benzyna";"2016";8;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"benzyna";"2017";8;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"benzyna";"2018";8;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"benzyna";"2019";8;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"olej napędowy";"2015";1455;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"olej napędowy";"2016";1505;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"olej napędowy";"2017";1524;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"olej napędowy";"2018";1626;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"olej napędowy";"2019";1750;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"gaz (LPG)";"2015";1;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"gaz (LPG)";"2016";1;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"gaz (LPG)";"2017";2;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"gaz (LPG)";"2018";2;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"gaz (LPG)";"2019";1;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"pozostałe";"2015";11;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"pozostałe";"2016";11;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"pozostałe";"2017";77;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"pozostałe";"2018";83;"szt.";"";
1206000;"Powiat krakowski";"ciągniki siodłowe";"pozostałe";"2019";102;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"benzyna";"2015";33026;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"benzyna";"2016";33547;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"benzyna";"2017";34438;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"benzyna";"2018";34634;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"benzyna";"2019";35465;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"olej napędowy";"2015";24946;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"olej napędowy";"2016";27302;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"olej napędowy";"2017";29139;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"olej napędowy";"2018";31109;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"olej napędowy";"2019";32807;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"gaz (LPG)";"2015";6880;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"gaz (LPG)";"2016";6984;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"gaz (LPG)";"2017";6619;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"gaz (LPG)";"2018";7029;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"gaz (LPG)";"2019";7073;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"pozostałe";"2015";107;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"pozostałe";"2016";119;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"pozostałe";"2017";271;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"pozostałe";"2018";370;"szt.";"";
1207000;"Powiat limanowski";"samochody osobowe";"pozostałe";"2019";843;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"benzyna";"2015";849;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"benzyna";"2016";834;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"benzyna";"2017";824;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"benzyna";"2018";796;"szt.";"";
