"Kod";"Nazwa";"Pojazdy";"Rodzaje paliwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1207000;"Powiat limanowski";"samochody ciężarowe";"benzyna";"2019";772;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"olej napędowy";"2015";10189;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"olej napędowy";"2016";10719;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"olej napędowy";"2017";8783;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"olej napędowy";"2018";9146;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"olej napędowy";"2019";9652;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"gaz (LPG)";"2015";417;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"gaz (LPG)";"2016";406;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"gaz (LPG)";"2017";365;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"gaz (LPG)";"2018";371;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"gaz (LPG)";"2019";369;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"pozostałe";"2015";49;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"pozostałe";"2016";50;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"pozostałe";"2017";2282;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"pozostałe";"2018";2309;"szt.";"";
1207000;"Powiat limanowski";"samochody ciężarowe";"pozostałe";"2019";2388;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"benzyna";"2015";4;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"benzyna";"2016";4;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"benzyna";"2017";4;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"benzyna";"2018";4;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"benzyna";"2019";4;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"olej napędowy";"2015";532;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"olej napędowy";"2016";549;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"olej napędowy";"2017";467;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"olej napędowy";"2018";480;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"olej napędowy";"2019";496;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"gaz (LPG)";"2015";0;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"gaz (LPG)";"2016";0;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"gaz (LPG)";"2017";0;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"gaz (LPG)";"2018";0;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"gaz (LPG)";"2019";0;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"pozostałe";"2015";1;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"pozostałe";"2016";1;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"pozostałe";"2017";99;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"pozostałe";"2018";99;"szt.";"";
1207000;"Powiat limanowski";"autobusy";"pozostałe";"2019";100;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"benzyna";"2015";2;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"benzyna";"2016";2;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"benzyna";"2017";2;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"benzyna";"2018";2;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"benzyna";"2019";2;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"olej napędowy";"2015";1298;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"olej napędowy";"2016";1403;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"olej napędowy";"2017";1405;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"olej napędowy";"2018";1547;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"olej napędowy";"2019";1683;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"gaz (LPG)";"2015";2;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"gaz (LPG)";"2016";2;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"gaz (LPG)";"2017";1;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"gaz (LPG)";"2018";0;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"gaz (LPG)";"2019";1;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"pozostałe";"2015";3;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"pozostałe";"2016";3;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"pozostałe";"2017";145;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"pozostałe";"2018";149;"szt.";"";
1207000;"Powiat limanowski";"ciągniki siodłowe";"pozostałe";"2019";166;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"benzyna";"2015";15469;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"benzyna";"2016";15888;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"benzyna";"2017";16440;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"benzyna";"2018";16610;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"benzyna";"2019";17079;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"olej napędowy";"2015";6925;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"olej napędowy";"2016";7520;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"olej napędowy";"2017";8003;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"olej napędowy";"2018";8595;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"olej napędowy";"2019";9048;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"gaz (LPG)";"2015";5232;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"gaz (LPG)";"2016";5317;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"gaz (LPG)";"2017";5200;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"gaz (LPG)";"2018";5553;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"gaz (LPG)";"2019";5643;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"pozostałe";"2015";25;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"pozostałe";"2016";22;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"pozostałe";"2017";88;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"pozostałe";"2018";108;"szt.";"";
1208000;"Powiat miechowski";"samochody osobowe";"pozostałe";"2019";334;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"benzyna";"2015";1683;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"benzyna";"2016";1670;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"benzyna";"2017";1653;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"benzyna";"2018";1636;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"benzyna";"2019";1630;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"olej napędowy";"2015";4064;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"olej napędowy";"2016";4245;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"olej napędowy";"2017";3531;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"olej napędowy";"2018";3681;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"olej napędowy";"2019";3880;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"gaz (LPG)";"2015";316;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"gaz (LPG)";"2016";314;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"gaz (LPG)";"2017";301;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"gaz (LPG)";"2018";309;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"gaz (LPG)";"2019";313;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"pozostałe";"2015";35;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"pozostałe";"2016";34;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"pozostałe";"2017";828;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"pozostałe";"2018";829;"szt.";"";
1208000;"Powiat miechowski";"samochody ciężarowe";"pozostałe";"2019";878;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"benzyna";"2015";3;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"benzyna";"2016";2;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"benzyna";"2017";2;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"benzyna";"2018";2;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"benzyna";"2019";2;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"olej napędowy";"2015";193;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"olej napędowy";"2016";204;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"olej napędowy";"2017";160;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"olej napędowy";"2018";171;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"olej napędowy";"2019";173;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"gaz (LPG)";"2015";1;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"gaz (LPG)";"2016";1;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"gaz (LPG)";"2017";1;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"gaz (LPG)";"2018";1;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"gaz (LPG)";"2019";1;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"pozostałe";"2015";6;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"pozostałe";"2016";6;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"pozostałe";"2017";55;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"pozostałe";"2018";55;"szt.";"";
1208000;"Powiat miechowski";"autobusy";"pozostałe";"2019";55;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"benzyna";"2015";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"benzyna";"2016";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"benzyna";"2017";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"benzyna";"2018";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"benzyna";"2019";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"olej napędowy";"2015";711;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"olej napędowy";"2016";762;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"olej napędowy";"2017";725;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"olej napędowy";"2018";767;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"olej napędowy";"2019";815;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"gaz (LPG)";"2015";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"gaz (LPG)";"2016";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"gaz (LPG)";"2017";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"gaz (LPG)";"2018";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"gaz (LPG)";"2019";3;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"pozostałe";"2015";2;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"pozostałe";"2016";2;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"pozostałe";"2017";93;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"pozostałe";"2018";94;"szt.";"";
1208000;"Powiat miechowski";"ciągniki siodłowe";"pozostałe";"2019";111;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"benzyna";"2015";38225;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"benzyna";"2016";39160;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"benzyna";"2017";40647;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"benzyna";"2018";41385;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"benzyna";"2019";42698;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"olej napędowy";"2015";20609;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"olej napędowy";"2016";22350;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"olej napędowy";"2017";23605;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"olej napędowy";"2018";25077;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"olej napędowy";"2019";26246;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"gaz (LPG)";"2015";9542;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"gaz (LPG)";"2016";9765;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"gaz (LPG)";"2017";9640;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"gaz (LPG)";"2018";10275;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"gaz (LPG)";"2019";10380;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"pozostałe";"2015";110;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"pozostałe";"2016";110;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"pozostałe";"2017";275;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"pozostałe";"2018";348;"szt.";"";
1209000;"Powiat myślenicki";"samochody osobowe";"pozostałe";"2019";955;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"benzyna";"2015";2668;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"benzyna";"2016";2636;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"benzyna";"2017";2627;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"benzyna";"2018";2617;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"benzyna";"2019";2596;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"olej napędowy";"2015";7964;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"olej napędowy";"2016";8428;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"olej napędowy";"2017";7522;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"olej napędowy";"2018";7956;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"olej napędowy";"2019";8410;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"gaz (LPG)";"2015";588;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"gaz (LPG)";"2016";580;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"gaz (LPG)";"2017";564;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"gaz (LPG)";"2018";573;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"gaz (LPG)";"2019";580;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"pozostałe";"2015";120;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"pozostałe";"2016";122;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"pozostałe";"2017";1369;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"pozostałe";"2018";1386;"szt.";"";
1209000;"Powiat myślenicki";"samochody ciężarowe";"pozostałe";"2019";1472;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"benzyna";"2015";21;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"benzyna";"2016";21;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"benzyna";"2017";21;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"benzyna";"2018";21;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"benzyna";"2019";21;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"olej napędowy";"2015";599;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"olej napędowy";"2016";641;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"olej napędowy";"2017";521;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"olej napędowy";"2018";527;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"olej napędowy";"2019";551;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"gaz (LPG)";"2015";8;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"gaz (LPG)";"2016";7;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"gaz (LPG)";"2017";7;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"gaz (LPG)";"2018";7;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"gaz (LPG)";"2019";7;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"pozostałe";"2015";18;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"pozostałe";"2016";18;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"pozostałe";"2017";132;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"pozostałe";"2018";133;"szt.";"";
1209000;"Powiat myślenicki";"autobusy";"pozostałe";"2019";137;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"benzyna";"2015";2;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"benzyna";"2016";2;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"benzyna";"2017";2;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"benzyna";"2018";2;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"benzyna";"2019";2;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"olej napędowy";"2015";629;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"olej napędowy";"2016";666;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"olej napędowy";"2017";613;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"olej napędowy";"2018";644;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"olej napędowy";"2019";667;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"gaz (LPG)";"2015";2;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"gaz (LPG)";"2016";2;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"gaz (LPG)";"2017";1;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"gaz (LPG)";"2018";1;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"gaz (LPG)";"2019";1;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"pozostałe";"2015";5;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"pozostałe";"2016";5;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"pozostałe";"2017";115;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"pozostałe";"2018";115;"szt.";"";
1209000;"Powiat myślenicki";"ciągniki siodłowe";"pozostałe";"2019";120;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"benzyna";"2015";29725;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"benzyna";"2016";30956;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"benzyna";"2017";32332;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"benzyna";"2018";32359;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"benzyna";"2019";33611;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"olej napędowy";"2015";36957;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"olej napędowy";"2016";40661;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"olej napędowy";"2017";43308;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"olej napędowy";"2018";46161;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"olej napędowy";"2019";48512;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"gaz (LPG)";"2015";11037;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"gaz (LPG)";"2016";11107;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"gaz (LPG)";"2017";10435;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"gaz (LPG)";"2018";11195;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"gaz (LPG)";"2019";11282;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"pozostałe";"2015";6875;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"pozostałe";"2016";6855;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"pozostałe";"2017";6963;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"pozostałe";"2018";7054;"szt.";"";
1210000;"Powiat nowosądecki";"samochody osobowe";"pozostałe";"2019";8194;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"benzyna";"2015";774;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"benzyna";"2016";746;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"benzyna";"2017";741;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"benzyna";"2018";704;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"benzyna";"2019";684;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"olej napędowy";"2015";11022;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"olej napędowy";"2016";11622;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"olej napędowy";"2017";11853;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"olej napędowy";"2018";12479;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"olej napędowy";"2019";13031;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"gaz (LPG)";"2015";638;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"gaz (LPG)";"2016";584;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"gaz (LPG)";"2017";531;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"gaz (LPG)";"2018";537;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"gaz (LPG)";"2019";541;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"pozostałe";"2015";28;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"pozostałe";"2016";28;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"pozostałe";"2017";323;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"pozostałe";"2018";349;"szt.";"";
1210000;"Powiat nowosądecki";"samochody ciężarowe";"pozostałe";"2019";499;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"benzyna";"2015";2;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"benzyna";"2016";2;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"benzyna";"2017";2;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"benzyna";"2018";2;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"benzyna";"2019";2;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"olej napędowy";"2015";383;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"olej napędowy";"2016";395;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"olej napędowy";"2017";388;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"olej napędowy";"2018";384;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"olej napędowy";"2019";390;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"gaz (LPG)";"2015";5;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"gaz (LPG)";"2016";4;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"gaz (LPG)";"2017";4;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"gaz (LPG)";"2018";4;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"gaz (LPG)";"2019";4;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"pozostałe";"2015";25;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"pozostałe";"2016";25;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"pozostałe";"2017";29;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"pozostałe";"2018";29;"szt.";"";
1210000;"Powiat nowosądecki";"autobusy";"pozostałe";"2019";30;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"benzyna";"2015";3;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"benzyna";"2016";3;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"benzyna";"2017";4;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"benzyna";"2018";4;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"benzyna";"2019";3;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"olej napędowy";"2015";1422;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"olej napędowy";"2016";1601;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"olej napędowy";"2017";1708;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"olej napędowy";"2018";1809;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"olej napędowy";"2019";1885;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"gaz (LPG)";"2015";1;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"gaz (LPG)";"2016";2;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"gaz (LPG)";"2017";0;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"gaz (LPG)";"2018";1;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"gaz (LPG)";"2019";1;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"pozostałe";"2015";1;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"pozostałe";"2016";1;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"pozostałe";"2017";40;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"pozostałe";"2018";48;"szt.";"";
1210000;"Powiat nowosądecki";"ciągniki siodłowe";"pozostałe";"2019";78;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"benzyna";"2015";27516;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"benzyna";"2016";28607;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"benzyna";"2017";30004;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"benzyna";"2018";30677;"szt.";"";
