"Kod";"Nazwa";"Pojazdy";"Grupy wieku";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"8-9 lat";"2015";120162;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"8-9 lat";"2016";126909;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"8-9 lat";"2017";112899;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"8-9 lat";"2018";102542;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"8-9 lat";"2019";106185;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"10-11 lat";"2015";136887;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"10-11 lat";"2016";138555;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"10-11 lat";"2017";150414;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"10-11 lat";"2018";157005;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"10-11 lat";"2019";143358;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"12-15 lat";"2015";310666;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"12-15 lat";"2016";317216;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"12-15 lat";"2017";330271;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"12-15 lat";"2018";344789;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"12-15 lat";"2019";359092;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"16-20 lat";"2015";373767;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"16-20 lat";"2016";398300;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"16-20 lat";"2017";399317;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"16-20 lat";"2018";402840;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"16-20 lat";"2019";410659;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"21-25 lat";"2015";183887;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"21-25 lat";"2016";193770;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"21-25 lat";"2017";202698;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"21-25 lat";"2018";216539;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"21-25 lat";"2019";235222;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"26-30 lat";"2015";122786;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"26-30 lat";"2016";128711;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"26-30 lat";"2017";138846;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"26-30 lat";"2018";144072;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"26-30 lat";"2019";145569;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"31 lat i starsze";"2015";228090;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"31 lat i starsze";"2016";248305;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"31 lat i starsze";"2017";272466;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"31 lat i starsze";"2018";296667;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"31 lat i starsze";"2019";323578;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"8-9 lat";"2015";17596;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"8-9 lat";"2016";20219;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"8-9 lat";"2017";19146;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"8-9 lat";"2018";19973;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"8-9 lat";"2019";19881;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"10-11 lat";"2015";19852;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"10-11 lat";"2016";18217;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"10-11 lat";"2017";19934;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"10-11 lat";"2018";22796;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"10-11 lat";"2019";21357;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"12-15 lat";"2015";44829;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"12-15 lat";"2016";43371;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"12-15 lat";"2017";43277;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"12-15 lat";"2018";43041;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"12-15 lat";"2019";43657;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"16-20 lat";"2015";46503;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"16-20 lat";"2016";50936;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"16-20 lat";"2017";51306;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"16-20 lat";"2018";51109;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"16-20 lat";"2019";51969;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"21-25 lat";"2015";23251;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"21-25 lat";"2016";25195;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"21-25 lat";"2017";27448;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"21-25 lat";"2018";30274;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"21-25 lat";"2019";34119;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"26-30 lat";"2015";18952;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"26-30 lat";"2016";19786;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"26-30 lat";"2017";20242;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"26-30 lat";"2018";20582;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"26-30 lat";"2019";20654;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"31 lat i starsze";"2015";42005;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"31 lat i starsze";"2016";45027;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"31 lat i starsze";"2017";48570;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"31 lat i starsze";"2018";52277;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"31 lat i starsze";"2019";56186;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"8-9 lat";"2015";572;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"8-9 lat";"2016";579;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"8-9 lat";"2017";461;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"8-9 lat";"2018";307;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"8-9 lat";"2019";310;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"10-11 lat";"2015";864;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"10-11 lat";"2016";796;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"10-11 lat";"2017";700;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"10-11 lat";"2018";649;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"10-11 lat";"2019";534;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"12-15 lat";"2015";1860;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"12-15 lat";"2016";1799;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"12-15 lat";"2017";1853;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"12-15 lat";"2018";1832;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"12-15 lat";"2019";1778;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"16-20 lat";"2015";2703;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"16-20 lat";"2016";2963;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"16-20 lat";"2017";2898;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"16-20 lat";"2018";2746;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"16-20 lat";"2019";2513;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"21-25 lat";"2015";1181;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"21-25 lat";"2016";1253;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"21-25 lat";"2017";1482;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"21-25 lat";"2018";1723;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"21-25 lat";"2019";2063;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"26-30 lat";"2015";1473;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"26-30 lat";"2016";1404;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"26-30 lat";"2017";1321;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"26-30 lat";"2018";1191;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"26-30 lat";"2019";1049;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"31 lat i starsze";"2015";1950;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"31 lat i starsze";"2016";2182;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"31 lat i starsze";"2017";2451;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"31 lat i starsze";"2018";2739;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"31 lat i starsze";"2019";3048;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"8-9 lat";"2015";3373;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"8-9 lat";"2016";3887;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"8-9 lat";"2017";2253;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"8-9 lat";"2018";1501;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"8-9 lat";"2019";2587;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"10-11 lat";"2015";1996;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"10-11 lat";"2016";2224;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"10-11 lat";"2017";3188;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"10-11 lat";"2018";3621;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"10-11 lat";"2019";2176;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"12-15 lat";"2015";2798;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"12-15 lat";"2016";2946;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"12-15 lat";"2017";3155;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"12-15 lat";"2018";3546;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"12-15 lat";"2019";4698;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"16-20 lat";"2015";2696;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"16-20 lat";"2016";2964;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"16-20 lat";"2017";3256;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"16-20 lat";"2018";3293;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"16-20 lat";"2019";3166;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"21-25 lat";"2015";1355;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"21-25 lat";"2016";1493;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"21-25 lat";"2017";1497;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"21-25 lat";"2018";1737;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"21-25 lat";"2019";2195;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"26-30 lat";"2015";852;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"26-30 lat";"2016";988;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"26-30 lat";"2017";1199;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"26-30 lat";"2018";1273;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"26-30 lat";"2019";1284;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"31 lat i starsze";"2015";842;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"31 lat i starsze";"2016";948;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"31 lat i starsze";"2017";1050;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"31 lat i starsze";"2018";1244;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"31 lat i starsze";"2019";1459;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"8-9 lat";"2015";5780;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"8-9 lat";"2016";6499;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"8-9 lat";"2017";5877;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"8-9 lat";"2018";4871;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"8-9 lat";"2019";4779;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"10-11 lat";"2015";5246;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"10-11 lat";"2016";6244;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"10-11 lat";"2017";7289;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"10-11 lat";"2018";7975;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"10-11 lat";"2019";7352;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"12-15 lat";"2015";9364;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"12-15 lat";"2016";10562;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"12-15 lat";"2017";11844;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"12-15 lat";"2018";13851;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"12-15 lat";"2019";16382;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"16-20 lat";"2015";9146;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"16-20 lat";"2016";11455;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"16-20 lat";"2017";13507;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"16-20 lat";"2018";14926;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"16-20 lat";"2019";16147;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"21-25 lat";"2015";7471;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"21-25 lat";"2016";6921;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"21-25 lat";"2017";7189;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"21-25 lat";"2018";8664;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"21-25 lat";"2019";10596;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"26-30 lat";"2015";14672;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"26-30 lat";"2016";14852;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"26-30 lat";"2017";14284;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"26-30 lat";"2018";12279;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"26-30 lat";"2019";10647;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"31 lat i starsze";"2015";39433;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"31 lat i starsze";"2016";41975;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"31 lat i starsze";"2017";45603;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"31 lat i starsze";"2018";49394;"szt.";"";
1200000;"MAŁOPOLSKIE";"motocykle";"31 lat i starsze";"2019";53013;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"8-9 lat";"2015";13321;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"8-9 lat";"2016";22759;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"8-9 lat";"2017";20308;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"8-9 lat";"2018";11674;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"8-9 lat";"2019";10049;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"10-11 lat";"2015";5483;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"10-11 lat";"2016";7770;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"10-11 lat";"2017";13369;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"10-11 lat";"2018";22698;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"10-11 lat";"2019";20264;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"12-15 lat";"2015";5195;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"12-15 lat";"2016";6298;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"12-15 lat";"2017";8384;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"12-15 lat";"2018";11834;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"12-15 lat";"2019";19031;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"16-20 lat";"2015";5983;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"16-20 lat";"2016";6319;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"16-20 lat";"2017";6475;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"16-20 lat";"2018";6365;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"16-20 lat";"2019";6891;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"21-25 lat";"2015";4094;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"21-25 lat";"2016";3587;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"21-25 lat";"2017";4160;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"21-25 lat";"2018";4848;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"21-25 lat";"2019";5437;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"26-30 lat";"2015";12789;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"26-30 lat";"2016";12990;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"26-30 lat";"2017";11507;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"26-30 lat";"2018";9805;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"26-30 lat";"2019";7068;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"31 lat i starsze";"2015";9763;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"31 lat i starsze";"2016";11285;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"31 lat i starsze";"2017";13654;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"31 lat i starsze";"2018";16196;"szt.";"";
1200000;"MAŁOPOLSKIE";"motorowery";"31 lat i starsze";"2019";19745;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"8-9 lat";"2015";3562;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"8-9 lat";"2016";3799;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"8-9 lat";"2017";3504;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"8-9 lat";"2018";3164;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"8-9 lat";"2019";3207;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"10-11 lat";"2015";4563;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"10-11 lat";"2016";4669;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"10-11 lat";"2017";4911;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"10-11 lat";"2018";5130;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"10-11 lat";"2019";4871;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"12-15 lat";"2015";10940;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"12-15 lat";"2016";11066;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"12-15 lat";"2017";11593;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"12-15 lat";"2018";12168;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"12-15 lat";"2019";12601;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"16-20 lat";"2015";12790;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"16-20 lat";"2016";13936;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"16-20 lat";"2017";14229;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"16-20 lat";"2018";14605;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"16-20 lat";"2019";14953;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"21-25 lat";"2015";5426;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"21-25 lat";"2016";5838;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"21-25 lat";"2017";6127;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"21-25 lat";"2018";6569;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"21-25 lat";"2019";7291;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"26-30 lat";"2015";3091;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"26-30 lat";"2016";3292;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"26-30 lat";"2017";3510;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"26-30 lat";"2018";3688;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"26-30 lat";"2019";3799;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"31 lat i starsze";"2015";5267;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"31 lat i starsze";"2016";5791;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"31 lat i starsze";"2017";6374;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"31 lat i starsze";"2018";7008;"szt.";"";
1201000;"Powiat bocheński";"samochody osobowe";"31 lat i starsze";"2019";7667;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"8-9 lat";"2015";642;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"8-9 lat";"2016";702;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"8-9 lat";"2017";568;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"8-9 lat";"2018";567;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"8-9 lat";"2019";572;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"10-11 lat";"2015";655;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"10-11 lat";"2016";666;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"10-11 lat";"2017";738;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"10-11 lat";"2018";803;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"10-11 lat";"2019";685;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"12-15 lat";"2015";1374;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"12-15 lat";"2016";1422;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"12-15 lat";"2017";1479;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"12-15 lat";"2018";1485;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"12-15 lat";"2019";1540;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"16-20 lat";"2015";1374;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"16-20 lat";"2016";1479;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"16-20 lat";"2017";1543;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"16-20 lat";"2018";1600;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"16-20 lat";"2019";1668;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"21-25 lat";"2015";624;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"21-25 lat";"2016";701;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"21-25 lat";"2017";760;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"21-25 lat";"2018";840;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"21-25 lat";"2019";971;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"26-30 lat";"2015";389;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"26-30 lat";"2016";411;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"26-30 lat";"2017";447;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"26-30 lat";"2018";484;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"26-30 lat";"2019";503;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"31 lat i starsze";"2015";821;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"31 lat i starsze";"2016";887;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"31 lat i starsze";"2017";948;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"31 lat i starsze";"2018";1012;"szt.";"";
1201000;"Powiat bocheński";"samochody ciężarowe";"31 lat i starsze";"2019";1096;"szt.";"";
1201000;"Powiat bocheński";"autobusy";"8-9 lat";"2015";6;"szt.";"";
1201000;"Powiat bocheński";"autobusy";"8-9 lat";"2016";7;"szt.";"";
1201000;"Powiat bocheński";"autobusy";"8-9 lat";"2017";8;"szt.";"";
1201000;"Powiat bocheński";"autobusy";"8-9 lat";"2018";9;"szt.";"";
1201000;"Powiat bocheński";"autobusy";"8-9 lat";"2019";5;"szt.";"";
