"Kod";"Nazwa";"Pojazdy";"Grupy wieku";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1205000;"Powiat gorlicki";"samochody osobowe";"10-11 lat";"2015";3717;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"10-11 lat";"2016";3811;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"10-11 lat";"2017";4076;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"10-11 lat";"2018";4260;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"10-11 lat";"2019";3901;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"12-15 lat";"2015";10280;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"12-15 lat";"2016";10289;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"12-15 lat";"2017";10592;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"12-15 lat";"2018";10924;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"12-15 lat";"2019";11326;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"16-20 lat";"2015";13895;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"16-20 lat";"2016";14731;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"16-20 lat";"2017";14822;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"16-20 lat";"2018";15203;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"16-20 lat";"2019";15532;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"21-25 lat";"2015";6865;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"21-25 lat";"2016";7414;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"21-25 lat";"2017";7708;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"21-25 lat";"2018";7874;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"21-25 lat";"2019";8649;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"26-30 lat";"2015";3137;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"26-30 lat";"2016";3401;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"26-30 lat";"2017";3828;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"26-30 lat";"2018";4195;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"26-30 lat";"2019";4348;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"31 lat i starsze";"2015";5193;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"31 lat i starsze";"2016";5685;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"31 lat i starsze";"2017";6261;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"31 lat i starsze";"2018";6794;"szt.";"";
1205000;"Powiat gorlicki";"samochody osobowe";"31 lat i starsze";"2019";7455;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"8-9 lat";"2015";319;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"8-9 lat";"2016";380;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"8-9 lat";"2017";367;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"8-9 lat";"2018";417;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"8-9 lat";"2019";374;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"10-11 lat";"2015";388;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"10-11 lat";"2016";362;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"10-11 lat";"2017";397;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"10-11 lat";"2018";470;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"10-11 lat";"2019";464;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"12-15 lat";"2015";1016;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"12-15 lat";"2016";1011;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"12-15 lat";"2017";1005;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"12-15 lat";"2018";1009;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"12-15 lat";"2019";1009;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"16-20 lat";"2015";1133;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"16-20 lat";"2016";1222;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"16-20 lat";"2017";1238;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"16-20 lat";"2018";1274;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"16-20 lat";"2019";1356;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"21-25 lat";"2015";561;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"21-25 lat";"2016";618;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"21-25 lat";"2017";695;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"21-25 lat";"2018";757;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"21-25 lat";"2019";835;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"26-30 lat";"2015";402;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"26-30 lat";"2016";419;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"26-30 lat";"2017";425;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"26-30 lat";"2018";457;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"26-30 lat";"2019";472;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"31 lat i starsze";"2015";887;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"31 lat i starsze";"2016";953;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"31 lat i starsze";"2017";1032;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"31 lat i starsze";"2018";1091;"szt.";"";
1205000;"Powiat gorlicki";"samochody ciężarowe";"31 lat i starsze";"2019";1176;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"8-9 lat";"2015";4;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"8-9 lat";"2016";11;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"8-9 lat";"2017";13;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"8-9 lat";"2018";5;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"8-9 lat";"2019";2;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"10-11 lat";"2015";20;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"10-11 lat";"2016";13;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"10-11 lat";"2017";8;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"10-11 lat";"2018";15;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"10-11 lat";"2019";14;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"12-15 lat";"2015";62;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"12-15 lat";"2016";61;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"12-15 lat";"2017";72;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"12-15 lat";"2018";69;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"12-15 lat";"2019";59;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"16-20 lat";"2015";87;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"16-20 lat";"2016";104;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"16-20 lat";"2017";94;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"16-20 lat";"2018";102;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"16-20 lat";"2019";105;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"21-25 lat";"2015";31;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"21-25 lat";"2016";29;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"21-25 lat";"2017";45;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"21-25 lat";"2018";51;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"21-25 lat";"2019";56;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"26-30 lat";"2015";29;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"26-30 lat";"2016";32;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"26-30 lat";"2017";31;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"26-30 lat";"2018";23;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"26-30 lat";"2019";22;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"31 lat i starsze";"2015";26;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"31 lat i starsze";"2016";27;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"31 lat i starsze";"2017";33;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"31 lat i starsze";"2018";42;"szt.";"";
1205000;"Powiat gorlicki";"autobusy";"31 lat i starsze";"2019";49;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"8-9 lat";"2015";75;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"8-9 lat";"2016";96;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"8-9 lat";"2017";50;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"8-9 lat";"2018";36;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"8-9 lat";"2019";65;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"10-11 lat";"2015";17;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"10-11 lat";"2016";34;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"10-11 lat";"2017";87;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"10-11 lat";"2018";111;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"10-11 lat";"2019";49;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"12-15 lat";"2015";39;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"12-15 lat";"2016";39;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"12-15 lat";"2017";35;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"12-15 lat";"2018";44;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"12-15 lat";"2019";99;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"16-20 lat";"2015";41;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"16-20 lat";"2016";39;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"16-20 lat";"2017";47;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"16-20 lat";"2018";53;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"16-20 lat";"2019";46;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"21-25 lat";"2015";26;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"21-25 lat";"2016";34;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"21-25 lat";"2017";29;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"21-25 lat";"2018";28;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"21-25 lat";"2019";35;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"26-30 lat";"2015";13;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"26-30 lat";"2016";16;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"26-30 lat";"2017";22;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"26-30 lat";"2018";28;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"26-30 lat";"2019";25;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"31 lat i starsze";"2015";11;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"31 lat i starsze";"2016";12;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"31 lat i starsze";"2017";13;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"31 lat i starsze";"2018";13;"szt.";"";
1205000;"Powiat gorlicki";"ciągniki siodłowe";"31 lat i starsze";"2019";19;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"8-9 lat";"2015";172;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"8-9 lat";"2016";208;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"8-9 lat";"2017";188;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"8-9 lat";"2018";159;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"8-9 lat";"2019";152;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"10-11 lat";"2015";172;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"10-11 lat";"2016";190;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"10-11 lat";"2017";245;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"10-11 lat";"2018";269;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"10-11 lat";"2019";241;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"12-15 lat";"2015";325;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"12-15 lat";"2016";358;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"12-15 lat";"2017";413;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"12-15 lat";"2018";470;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"12-15 lat";"2019";572;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"16-20 lat";"2015";324;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"16-20 lat";"2016";431;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"16-20 lat";"2017";522;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"16-20 lat";"2018";570;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"16-20 lat";"2019";617;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"21-25 lat";"2015";398;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"21-25 lat";"2016";318;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"21-25 lat";"2017";295;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"21-25 lat";"2018";375;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"21-25 lat";"2019";444;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"26-30 lat";"2015";933;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"26-30 lat";"2016";931;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"26-30 lat";"2017";830;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"26-30 lat";"2018";677;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"26-30 lat";"2019";552;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"31 lat i starsze";"2015";4207;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"31 lat i starsze";"2016";4353;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"31 lat i starsze";"2017";4566;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"31 lat i starsze";"2018";4802;"szt.";"";
1205000;"Powiat gorlicki";"motocykle";"31 lat i starsze";"2019";4998;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"8-9 lat";"2015";564;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"8-9 lat";"2016";879;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"8-9 lat";"2017";755;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"8-9 lat";"2018";423;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"8-9 lat";"2019";408;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"10-11 lat";"2015";193;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"10-11 lat";"2016";334;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"10-11 lat";"2017";575;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"10-11 lat";"2018";879;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"10-11 lat";"2019";762;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"12-15 lat";"2015";204;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"12-15 lat";"2016";228;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"12-15 lat";"2017";294;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"12-15 lat";"2018";471;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"12-15 lat";"2019";788;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"16-20 lat";"2015";261;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"16-20 lat";"2016";264;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"16-20 lat";"2017";272;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"16-20 lat";"2018";253;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"16-20 lat";"2019";278;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"21-25 lat";"2015";267;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"21-25 lat";"2016";212;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"21-25 lat";"2017";219;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"21-25 lat";"2018";236;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"21-25 lat";"2019";252;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"26-30 lat";"2015";714;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"26-30 lat";"2016";718;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"26-30 lat";"2017";641;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"26-30 lat";"2018";527;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"26-30 lat";"2019";375;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"31 lat i starsze";"2015";970;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"31 lat i starsze";"2016";1064;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"31 lat i starsze";"2017";1187;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"31 lat i starsze";"2018";1344;"szt.";"";
1205000;"Powiat gorlicki";"motorowery";"31 lat i starsze";"2019";1522;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"8-9 lat";"2015";10721;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"8-9 lat";"2016";11447;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"8-9 lat";"2017";10253;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"8-9 lat";"2018";9159;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"8-9 lat";"2019";9427;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"10-11 lat";"2015";12238;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"10-11 lat";"2016";12320;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"10-11 lat";"2017";13530;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"10-11 lat";"2018";14219;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"10-11 lat";"2019";13050;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"12-15 lat";"2015";26954;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"12-15 lat";"2016";27935;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"12-15 lat";"2017";29133;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"12-15 lat";"2018";30546;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"12-15 lat";"2019";31912;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"16-20 lat";"2015";31880;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"16-20 lat";"2016";33661;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"16-20 lat";"2017";33841;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"16-20 lat";"2018";34005;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"16-20 lat";"2019";34797;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"21-25 lat";"2015";17960;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"21-25 lat";"2016";18322;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"21-25 lat";"2017";18739;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"21-25 lat";"2018";19775;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"21-25 lat";"2019";21157;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"26-30 lat";"2015";14114;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"26-30 lat";"2016";14496;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"26-30 lat";"2017";15309;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"26-30 lat";"2018";15512;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"26-30 lat";"2019";15421;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"31 lat i starsze";"2015";27078;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"31 lat i starsze";"2016";29489;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"31 lat i starsze";"2017";32216;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"31 lat i starsze";"2018";34971;"szt.";"";
1206000;"Powiat krakowski";"samochody osobowe";"31 lat i starsze";"2019";38043;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"8-9 lat";"2015";1743;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"8-9 lat";"2016";1997;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"8-9 lat";"2017";1864;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"8-9 lat";"2018";1834;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"8-9 lat";"2019";1900;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"10-11 lat";"2015";2003;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"10-11 lat";"2016";1876;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"10-11 lat";"2017";2040;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"10-11 lat";"2018";2347;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"10-11 lat";"2019";2130;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"12-15 lat";"2015";4622;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"12-15 lat";"2016";4396;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"12-15 lat";"2017";4407;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"12-15 lat";"2018";4366;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"12-15 lat";"2019";4524;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"16-20 lat";"2015";5183;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"16-20 lat";"2016";5574;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"16-20 lat";"2017";5567;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"16-20 lat";"2018";5492;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"16-20 lat";"2019";5488;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"21-25 lat";"2015";2977;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"21-25 lat";"2016";3047;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"21-25 lat";"2017";3203;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"21-25 lat";"2018";3550;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"21-25 lat";"2019";3972;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"26-30 lat";"2015";2688;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"26-30 lat";"2016";2823;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"26-30 lat";"2017";2869;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"26-30 lat";"2018";2854;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"26-30 lat";"2019";2741;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"31 lat i starsze";"2015";7109;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"31 lat i starsze";"2016";7585;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"31 lat i starsze";"2017";8069;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"31 lat i starsze";"2018";8580;"szt.";"";
1206000;"Powiat krakowski";"samochody ciężarowe";"31 lat i starsze";"2019";9172;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"8-9 lat";"2015";38;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"8-9 lat";"2016";40;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"8-9 lat";"2017";34;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"8-9 lat";"2018";27;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"8-9 lat";"2019";25;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"10-11 lat";"2015";81;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"10-11 lat";"2016";71;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"10-11 lat";"2017";47;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"10-11 lat";"2018";43;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"10-11 lat";"2019";37;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"12-15 lat";"2015";148;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"12-15 lat";"2016";155;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"12-15 lat";"2017";150;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"12-15 lat";"2018";149;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"12-15 lat";"2019";141;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"16-20 lat";"2015";224;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"16-20 lat";"2016";220;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"16-20 lat";"2017";216;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"16-20 lat";"2018";198;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"16-20 lat";"2019";182;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"21-25 lat";"2015";127;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"21-25 lat";"2016";135;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"21-25 lat";"2017";156;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"21-25 lat";"2018";170;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"21-25 lat";"2019";194;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"26-30 lat";"2015";224;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"26-30 lat";"2016";221;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"26-30 lat";"2017";215;"szt.";"";
1206000;"Powiat krakowski";"autobusy";"26-30 lat";"2018";205;"szt.";"";
